Dates,Usage
07/01/2019 00:00:00,2.2
07/01/2019 00:00:00,21.4
07/01/2019 00:00:00,2.5
07/01/2019 00:00:00,6.1
07/01/2019 00:00:00,1.8
07/01/2019 00:00:00,2.3
07/01/2019 00:00:00,3.3
08/01/2019 00:00:00,107.5
08/01/2019 00:00:00,121.4
08/01/2019 00:00:00,237.2
08/01/2019 00:00:00,69.0
08/01/2019 00:00:00,289.4
08/01/2019 00:00:00,37.0
08/01/2019 00:00:00,29.2
08/01/2019 00:00:00,51.2
08/01/2019 00:00:00,3.8
08/01/2019 00:00:00,74.2
08/01/2019 00:00:00,307.9
08/01/2019 00:00:00,228.8
08/01/2019 00:00:00,398.2
08/01/2019 00:00:00,10.9
08/01/2019 00:00:00,18.1
08/01/2019 00:00:00,160.8
08/01/2019 00:00:00,190.8
08/01/2019 00:00:00,201.0
08/01/2019 00:00:00,68.2
08/01/2019 00:00:00,279.2
08/01/2019 00:00:00,6.5
08/01/2019 00:00:00,76.2
08/01/2019 00:00:00,23.3
08/01/2019 00:00:00,63.6
08/01/2019 00:00:00,102.9
08/01/2019 00:00:00,1.6
08/01/2019 00:00:00,2.3
08/01/2019 00:00:00,20.7
08/01/2019 00:00:00,2.6
08/01/2019 00:00:00,6.2
08/01/2019 00:00:00,1.8
08/01/2019 00:00:00,2.1
08/01/2019 00:00:00,3.3
09/01/2019 00:00:00,132.5
09/01/2019 00:00:00,148.2
09/01/2019 00:00:00,197.0
09/01/2019 00:00:00,89.2
09/01/2019 00:00:00,258.6
09/01/2019 00:00:00,35.9
09/01/2019 00:00:00,25.3
09/01/2019 00:00:00,37.9
09/01/2019 00:00:00,3.9
09/01/2019 00:00:00,77.2
09/01/2019 00:00:00,260.0
09/01/2019 00:00:00,162.5
09/01/2019 00:00:00,400.9
09/01/2019 00:00:00,12.1
09/01/2019 00:00:00,18.0
09/01/2019 00:00:00,163.0
09/01/2019 00:00:00,167.5
09/01/2019 00:00:00,173.6
09/01/2019 00:00:00,67.9
09/01/2019 00:00:00,280.4
09/01/2019 00:00:00,7.6
09/01/2019 00:00:00,56.4
09/01/2019 00:00:00,19.2
09/01/2019 00:00:00,86.6
09/01/2019 00:00:00,131.7
09/01/2019 00:00:00,1.1
09/01/2019 00:00:00,2.1
09/01/2019 00:00:00,25.8
09/01/2019 00:00:00,2.3
09/01/2019 00:00:00,6.0
09/01/2019 00:00:00,1.7
09/01/2019 00:00:00,2.4
09/01/2019 00:00:00,4.2
10/01/2019 00:00:00,131.5
10/01/2019 00:00:00,157.0
10/01/2019 00:00:00,199.9
10/01/2019 00:00:00,92.8
10/01/2019 00:00:00,284.2
10/01/2019 00:00:00,35.3
10/01/2019 00:00:00,26.5
10/01/2019 00:00:00,31.7
10/01/2019 00:00:00,3.9
10/01/2019 00:00:00,79.0
10/01/2019 00:00:00,268.3
10/01/2019 00:00:00,159.6
10/01/2019 00:00:00,409.7
10/01/2019 00:00:00,12.1
10/01/2019 00:00:00,17.8
10/01/2019 00:00:00,168.8
10/01/2019 00:00:00,173.4
10/01/2019 00:00:00,176.0
10/01/2019 00:00:00,68.9
10/01/2019 00:00:00,290.8
10/01/2019 00:00:00,7.9
10/01/2019 00:00:00,69.9
10/01/2019 00:00:00,21.8
10/01/2019 00:00:00,78.8
10/01/2019 00:00:00,140.1
10/01/2019 00:00:00,1.1
10/01/2019 00:00:00,2.1
10/01/2019 00:00:00,25.8
10/01/2019 00:00:00,2.4
10/01/2019 00:00:00,6.2
10/01/2019 00:00:00,1.7
10/01/2019 00:00:00,2.1
10/01/2019 00:00:00,4.3
11/01/2019 00:00:00,130.3
11/01/2019 00:00:00,145.3
11/01/2019 00:00:00,187.7
11/01/2019 00:00:00,79.5
11/01/2019 00:00:00,281.4
11/01/2019 00:00:00,30.1
11/01/2019 00:00:00,23.9
11/01/2019 00:00:00,37.3
11/01/2019 00:00:00,3.4
11/01/2019 00:00:00,80.7
11/01/2019 00:00:00,275.0
11/01/2019 00:00:00,154.3
11/01/2019 00:00:00,405.2
11/01/2019 00:00:00,12.1
11/01/2019 00:00:00,16.9
11/01/2019 00:00:00,167.7
11/01/2019 00:00:00,166.7
11/01/2019 00:00:00,157.0
11/01/2019 00:00:00,67.4
11/01/2019 00:00:00,270.5
11/01/2019 00:00:00,7.1
11/01/2019 00:00:00,76.2
11/01/2019 00:00:00,23.3
11/01/2019 00:00:00,78.4
11/01/2019 00:00:00,149.8
11/01/2019 00:00:00,0.8
11/01/2019 00:00:00,2.1
11/01/2019 00:00:00,27.9
11/01/2019 00:00:00,2.4
11/01/2019 00:00:00,6.2
11/01/2019 00:00:00,1.8
11/01/2019 00:00:00,2.1
11/01/2019 00:00:00,4.3
12/01/2019 00:00:00,137.9
12/01/2019 00:00:00,151.9
12/01/2019 00:00:00,189.9
12/01/2019 00:00:00,92.6
12/01/2019 00:00:00,298.6
12/01/2019 00:00:00,34.7
12/01/2019 00:00:00,26.4
12/01/2019 00:00:00,34.6
12/01/2019 00:00:00,4.0
12/01/2019 00:00:00,85.2
12/01/2019 00:00:00,294.1
12/01/2019 00:00:00,161.1
12/01/2019 00:00:00,421.8
12/01/2019 00:00:00,12.2
12/01/2019 00:00:00,17.6
12/01/2019 00:00:00,168.1
12/01/2019 00:00:00,173.2
12/01/2019 00:00:00,163.5
12/01/2019 00:00:00,69.9
12/01/2019 00:00:00,298.4
12/01/2019 00:00:00,8.0
12/01/2019 00:00:00,82.3
12/01/2019 00:00:00,24.3
12/01/2019 00:00:00,82.4
12/01/2019 00:00:00,154.7
12/01/2019 00:00:00,1.0
12/01/2019 00:00:00,2.1
12/01/2019 00:00:00,30.1
12/01/2019 00:00:00,2.5
12/01/2019 00:00:00,6.0
12/01/2019 00:00:00,1.8
12/01/2019 00:00:00,2.0
12/01/2019 00:00:00,4.6
13/01/2019 00:00:00,135.8
13/01/2019 00:00:00,141.4
13/01/2019 00:00:00,186.9
13/01/2019 00:00:00,89.4
13/01/2019 00:00:00,310.0
13/01/2019 00:00:00,36.7
13/01/2019 00:00:00,26.4
13/01/2019 00:00:00,32.7
13/01/2019 00:00:00,3.8
13/01/2019 00:00:00,87.6
13/01/2019 00:00:00,301.2
13/01/2019 00:00:00,168.6
13/01/2019 00:00:00,408.3
13/01/2019 00:00:00,12.4
13/01/2019 00:00:00,17.6
13/01/2019 00:00:00,164.9
13/01/2019 00:00:00,176.9
13/01/2019 00:00:00,162.4
13/01/2019 00:00:00,72.4
13/01/2019 00:00:00,314.1
13/01/2019 00:00:00,8.4
13/01/2019 00:00:00,87.7
13/01/2019 00:00:00,24.8
13/01/2019 00:00:00,84.3
13/01/2019 00:00:00,155.3
13/01/2019 00:00:00,1.0
13/01/2019 00:00:00,2.1
13/01/2019 00:00:00,30.1
13/01/2019 00:00:00,2.5
13/01/2019 00:00:00,5.9
13/01/2019 00:00:00,1.8
13/01/2019 00:00:00,2.2
13/01/2019 00:00:00,4.8
14/01/2019 00:00:00,139.3
14/01/2019 00:00:00,143.8
14/01/2019 00:00:00,195.2
14/01/2019 00:00:00,82.2
14/01/2019 00:00:00,319.5
14/01/2019 00:00:00,35.5
14/01/2019 00:00:00,26.9
14/01/2019 00:00:00,37.6
14/01/2019 00:00:00,3.5
14/01/2019 00:00:00,89.6
14/01/2019 00:00:00,305.6
14/01/2019 00:00:00,170.7
14/01/2019 00:00:00,406.3
14/01/2019 00:00:00,12.4
14/01/2019 00:00:00,18.5
14/01/2019 00:00:00,163.3
14/01/2019 00:00:00,177.0
14/01/2019 00:00:00,156.7
14/01/2019 00:00:00,69.6
14/01/2019 00:00:00,305.9
14/01/2019 00:00:00,8.3
14/01/2019 00:00:00,88.2
14/01/2019 00:00:00,24.8
14/01/2019 00:00:00,85.7
14/01/2019 00:00:00,143.9
14/01/2019 00:00:00,0.9
14/01/2019 00:00:00,2.1
14/01/2019 00:00:00,31.7
14/01/2019 00:00:00,2.5
14/01/2019 00:00:00,5.4
14/01/2019 00:00:00,1.8
14/01/2019 00:00:00,2.1
14/01/2019 00:00:00,5.0
15/01/2019 00:00:00,141.1
15/01/2019 00:00:00,142.9
15/01/2019 00:00:00,185.4
15/01/2019 00:00:00,77.8
15/01/2019 00:00:00,326.7
15/01/2019 00:00:00,34.3
15/01/2019 00:00:00,25.6
15/01/2019 00:00:00,39.5
15/01/2019 00:00:00,3.2
15/01/2019 00:00:00,88.0
15/01/2019 00:00:00,290.5
15/01/2019 00:00:00,170.2
15/01/2019 00:00:00,392.1
15/01/2019 00:00:00,12.4
15/01/2019 00:00:00,17.3
15/01/2019 00:00:00,160.7
15/01/2019 00:00:00,174.3
15/01/2019 00:00:00,138.7
15/01/2019 00:00:00,64.2
15/01/2019 00:00:00,288.7
15/01/2019 00:00:00,7.4
15/01/2019 00:00:00,93.7
15/01/2019 00:00:00,24.8
15/01/2019 00:00:00,82.1
15/01/2019 00:00:00,143.4
15/01/2019 00:00:00,0.7
15/01/2019 00:00:00,2.2
15/01/2019 00:00:00,29.2
15/01/2019 00:00:00,2.5
15/01/2019 00:00:00,5.2
15/01/2019 00:00:00,1.7
15/01/2019 00:00:00,2.2
15/01/2019 00:00:00,4.8
16/01/2019 00:00:00,231.9
16/01/2019 00:00:00,180.5
16/01/2019 00:00:00,175.3
16/01/2019 00:00:00,111.8
16/01/2019 00:00:00,399.0
16/01/2019 00:00:00,41.0
16/01/2019 00:00:00,29.4
16/01/2019 00:00:00,41.8
16/01/2019 00:00:00,6.0
16/01/2019 00:00:00,89.2
16/01/2019 00:00:00,299.5
16/01/2019 00:00:00,185.1
16/01/2019 00:00:00,377.1
16/01/2019 00:00:00,11.3
16/01/2019 00:00:00,18.9
16/01/2019 00:00:00,155.2
16/01/2019 00:00:00,161.3
16/01/2019 00:00:00,175.2
16/01/2019 00:00:00,68.5
16/01/2019 00:00:00,301.4
16/01/2019 00:00:00,7.6
16/01/2019 00:00:00,93.5
16/01/2019 00:00:00,22.1
16/01/2019 00:00:00,82.6
16/01/2019 00:00:00,152.9
16/01/2019 00:00:00,0.7
16/01/2019 00:00:00,2.2
16/01/2019 00:00:00,31.3
16/01/2019 00:00:00,2.3
16/01/2019 00:00:00,5.6
16/01/2019 00:00:00,1.8
16/01/2019 00:00:00,2.2
16/01/2019 00:00:00,5.8
17/01/2019 00:00:00,253.8
17/01/2019 00:00:00,196.4
17/01/2019 00:00:00,197.2
17/01/2019 00:00:00,115.6
17/01/2019 00:00:00,412.5
17/01/2019 00:00:00,41.7
17/01/2019 00:00:00,29.8
17/01/2019 00:00:00,42.3
17/01/2019 00:00:00,5.6
17/01/2019 00:00:00,83.5
17/01/2019 00:00:00,282.0
17/01/2019 00:00:00,183.7
17/01/2019 00:00:00,368.4
17/01/2019 00:00:00,11.3
17/01/2019 00:00:00,18.4
17/01/2019 00:00:00,161.8
17/01/2019 00:00:00,156.5
17/01/2019 00:00:00,167.1
17/01/2019 00:00:00,70.3
17/01/2019 00:00:00,313.9
17/01/2019 00:00:00,7.7
17/01/2019 00:00:00,98.9
17/01/2019 00:00:00,22.3
17/01/2019 00:00:00,85.9
17/01/2019 00:00:00,167.7
17/01/2019 00:00:00,0.8
17/01/2019 00:00:00,2.2
17/01/2019 00:00:00,33.1
17/01/2019 00:00:00,2.5
17/01/2019 00:00:00,5.5
17/01/2019 00:00:00,1.8
17/01/2019 00:00:00,2.2
17/01/2019 00:00:00,4.2
18/01/2019 00:00:00,236.4
18/01/2019 00:00:00,193.9
18/01/2019 00:00:00,209.8
18/01/2019 00:00:00,117.9
18/01/2019 00:00:00,426.0
18/01/2019 00:00:00,40.3
18/01/2019 00:00:00,27.9
18/01/2019 00:00:00,36.7
18/01/2019 00:00:00,5.0
18/01/2019 00:00:00,82.2
18/01/2019 00:00:00,269.1
18/01/2019 00:00:00,183.4
18/01/2019 00:00:00,360.8
18/01/2019 00:00:00,11.3
18/01/2019 00:00:00,18.3
18/01/2019 00:00:00,169.9
18/01/2019 00:00:00,169.4
18/01/2019 00:00:00,182.5
18/01/2019 00:00:00,71.6
18/01/2019 00:00:00,321.5
18/01/2019 00:00:00,8.2
18/01/2019 00:00:00,106.1
18/01/2019 00:00:00,24.1
18/01/2019 00:00:00,89.1
18/01/2019 00:00:00,175.9
18/01/2019 00:00:00,0.8
18/01/2019 00:00:00,2.5
18/01/2019 00:00:00,32.5
18/01/2019 00:00:00,2.5
18/01/2019 00:00:00,5.8
18/01/2019 00:00:00,1.6
18/01/2019 00:00:00,2.3
18/01/2019 00:00:00,4.3
19/01/2019 00:00:00,229.8
19/01/2019 00:00:00,201.8
19/01/2019 00:00:00,197.6
19/01/2019 00:00:00,121.9
19/01/2019 00:00:00,437.9
19/01/2019 00:00:00,42.4
19/01/2019 00:00:00,28.7
19/01/2019 00:00:00,38.5
19/01/2019 00:00:00,5.3
19/01/2019 00:00:00,86.8
19/01/2019 00:00:00,260.2
19/01/2019 00:00:00,183.7
19/01/2019 00:00:00,371.2
19/01/2019 00:00:00,11.8
19/01/2019 00:00:00,18.1
19/01/2019 00:00:00,166.0
19/01/2019 00:00:00,171.8
19/01/2019 00:00:00,185.0
19/01/2019 00:00:00,72.6
19/01/2019 00:00:00,325.8
19/01/2019 00:00:00,8.3
19/01/2019 00:00:00,105.5
19/01/2019 00:00:00,23.8
19/01/2019 00:00:00,98.1
19/01/2019 00:00:00,180.6
19/01/2019 00:00:00,0.9
19/01/2019 00:00:00,2.4
19/01/2019 00:00:00,31.4
19/01/2019 00:00:00,2.6
19/01/2019 00:00:00,5.6
19/01/2019 00:00:00,1.6
19/01/2019 00:00:00,2.2
19/01/2019 00:00:00,4.8
20/01/2019 00:00:00,195.0
20/01/2019 00:00:00,192.3
20/01/2019 00:00:00,197.6
20/01/2019 00:00:00,121.7
20/01/2019 00:00:00,428.3
20/01/2019 00:00:00,42.4
20/01/2019 00:00:00,28.1
20/01/2019 00:00:00,40.4
20/01/2019 00:00:00,5.1
20/01/2019 00:00:00,90.0
20/01/2019 00:00:00,273.8
20/01/2019 00:00:00,189.3
20/01/2019 00:00:00,362.4
20/01/2019 00:00:00,11.8
20/01/2019 00:00:00,17.7
20/01/2019 00:00:00,153.9
20/01/2019 00:00:00,152.0
20/01/2019 00:00:00,184.7
20/01/2019 00:00:00,72.4
20/01/2019 00:00:00,325.4
20/01/2019 00:00:00,8.3
20/01/2019 00:00:00,106.7
20/01/2019 00:00:00,25.0
20/01/2019 00:00:00,96.5
20/01/2019 00:00:00,178.9
20/01/2019 00:00:00,0.9
20/01/2019 00:00:00,2.1
20/01/2019 00:00:00,33.0
20/01/2019 00:00:00,2.6
20/01/2019 00:00:00,5.6
20/01/2019 00:00:00,1.7
20/01/2019 00:00:00,2.2
20/01/2019 00:00:00,5.5
21/01/2019 00:00:00,207.1
21/01/2019 00:00:00,182.9
21/01/2019 00:00:00,189.7
21/01/2019 00:00:00,112.2
21/01/2019 00:00:00,407.9
21/01/2019 00:00:00,39.8
21/01/2019 00:00:00,28.8
21/01/2019 00:00:00,41.7
21/01/2019 00:00:00,5.2
21/01/2019 00:00:00,87.5
21/01/2019 00:00:00,276.7
21/01/2019 00:00:00,187.9
21/01/2019 00:00:00,356.6
21/01/2019 00:00:00,11.8
21/01/2019 00:00:00,17.9
21/01/2019 00:00:00,153.3
21/01/2019 00:00:00,144.5
21/01/2019 00:00:00,179.9
21/01/2019 00:00:00,72.1
21/01/2019 00:00:00,311.5
21/01/2019 00:00:00,8.0
21/01/2019 00:00:00,109.1
21/01/2019 00:00:00,24.8
21/01/2019 00:00:00,97.6
21/01/2019 00:00:00,178.9
21/01/2019 00:00:00,0.8
21/01/2019 00:00:00,2.2
21/01/2019 00:00:00,34.3
21/01/2019 00:00:00,2.7
21/01/2019 00:00:00,5.7
21/01/2019 00:00:00,1.8
21/01/2019 00:00:00,2.3
21/01/2019 00:00:00,5.4
22/01/2019 00:00:00,218.9
22/01/2019 00:00:00,178.2
22/01/2019 00:00:00,191.9
22/01/2019 00:00:00,108.0
22/01/2019 00:00:00,417.1
22/01/2019 00:00:00,38.8
22/01/2019 00:00:00,26.5
22/01/2019 00:00:00,42.5
22/01/2019 00:00:00,5.1
22/01/2019 00:00:00,90.2
22/01/2019 00:00:00,263.5
22/01/2019 00:00:00,188.2
22/01/2019 00:00:00,330.8
22/01/2019 00:00:00,8.2
22/01/2019 00:00:00,16.3
22/01/2019 00:00:00,152.6
22/01/2019 00:00:00,150.3
22/01/2019 00:00:00,157.5
22/01/2019 00:00:00,65.5
22/01/2019 00:00:00,295.3
22/01/2019 00:00:00,7.6
22/01/2019 00:00:00,111.0
22/01/2019 00:00:00,23.8
22/01/2019 00:00:00,97.2
22/01/2019 00:00:00,173.0
22/01/2019 00:00:00,0.6
22/01/2019 00:00:00,2.3
22/01/2019 00:00:00,33.3
22/01/2019 00:00:00,2.5
22/01/2019 00:00:00,5.7
22/01/2019 00:00:00,1.8
22/01/2019 00:00:00,2.4
22/01/2019 00:00:00,4.9
23/01/2019 00:00:00,136.0
23/01/2019 00:00:00,150.5
23/01/2019 00:00:00,227.2
23/01/2019 00:00:00,109.3
23/01/2019 00:00:00,395.8
23/01/2019 00:00:00,41.5
23/01/2019 00:00:00,27.3
23/01/2019 00:00:00,44.3
23/01/2019 00:00:00,4.8
23/01/2019 00:00:00,105.7
23/01/2019 00:00:00,391.4
23/01/2019 00:00:00,219.7
23/01/2019 00:00:00,499.4
23/01/2019 00:00:00,13.5
23/01/2019 00:00:00,18.9
23/01/2019 00:00:00,194.9
23/01/2019 00:00:00,175.0
23/01/2019 00:00:00,230.1
23/01/2019 00:00:00,82.3
23/01/2019 00:00:00,340.6
23/01/2019 00:00:00,8.9
23/01/2019 00:00:00,101.7
23/01/2019 00:00:00,27.5
23/01/2019 00:00:00,97.1
23/01/2019 00:00:00,183.4
23/01/2019 00:00:00,1.1
23/01/2019 00:00:00,2.2
23/01/2019 00:00:00,22.5
23/01/2019 00:00:00,1.8
23/01/2019 00:00:00,5.6
23/01/2019 00:00:00,1.8
23/01/2019 00:00:00,2.2
23/01/2019 00:00:00,5.5
24/01/2019 00:00:00,132.5
24/01/2019 00:00:00,154.7
24/01/2019 00:00:00,231.6
24/01/2019 00:00:00,111.9
24/01/2019 00:00:00,410.9
24/01/2019 00:00:00,41.8
24/01/2019 00:00:00,27.6
24/01/2019 00:00:00,43.9
24/01/2019 00:00:00,5.0
24/01/2019 00:00:00,105.9
24/01/2019 00:00:00,385.3
24/01/2019 00:00:00,219.7
24/01/2019 00:00:00,508.9
24/01/2019 00:00:00,13.5
24/01/2019 00:00:00,18.8
24/01/2019 00:00:00,193.7
24/01/2019 00:00:00,177.3
24/01/2019 00:00:00,214.8
24/01/2019 00:00:00,79.5
24/01/2019 00:00:00,332.7
24/01/2019 00:00:00,9.1
24/01/2019 00:00:00,105.0
24/01/2019 00:00:00,25.9
24/01/2019 00:00:00,98.0
24/01/2019 00:00:00,175.5
24/01/2019 00:00:00,1.2
24/01/2019 00:00:00,2.3
24/01/2019 00:00:00,21.3
24/01/2019 00:00:00,2.5
24/01/2019 00:00:00,5.6
24/01/2019 00:00:00,1.6
24/01/2019 00:00:00,2.2
24/01/2019 00:00:00,4.5
25/01/2019 00:00:00,134.3
25/01/2019 00:00:00,155.2
25/01/2019 00:00:00,232.4
25/01/2019 00:00:00,114.2
25/01/2019 00:00:00,408.7
25/01/2019 00:00:00,40.2
25/01/2019 00:00:00,25.7
25/01/2019 00:00:00,43.7
25/01/2019 00:00:00,5.1
25/01/2019 00:00:00,103.7
25/01/2019 00:00:00,380.2
25/01/2019 00:00:00,218.4
25/01/2019 00:00:00,456.0
25/01/2019 00:00:00,13.5
25/01/2019 00:00:00,17.4
25/01/2019 00:00:00,176.4
25/01/2019 00:00:00,160.9
25/01/2019 00:00:00,180.6
25/01/2019 00:00:00,74.8
25/01/2019 00:00:00,298.4
25/01/2019 00:00:00,6.6
25/01/2019 00:00:00,102.1
25/01/2019 00:00:00,23.2
25/01/2019 00:00:00,97.1
25/01/2019 00:00:00,161.2
25/01/2019 00:00:00,0.9
25/01/2019 00:00:00,2.2
25/01/2019 00:00:00,18.7
25/01/2019 00:00:00,2.4
25/01/2019 00:00:00,4.9
25/01/2019 00:00:00,1.7
25/01/2019 00:00:00,2.1
25/01/2019 00:00:00,4.9
26/01/2019 00:00:00,135.9
26/01/2019 00:00:00,143.2
26/01/2019 00:00:00,229.6
26/01/2019 00:00:00,112.7
26/01/2019 00:00:00,373.4
26/01/2019 00:00:00,35.5
26/01/2019 00:00:00,26.2
26/01/2019 00:00:00,43.1
26/01/2019 00:00:00,4.7
26/01/2019 00:00:00,105.8
26/01/2019 00:00:00,380.6
26/01/2019 00:00:00,219.8
26/01/2019 00:00:00,485.9
26/01/2019 00:00:00,13.5
26/01/2019 00:00:00,18.1
26/01/2019 00:00:00,172.4
26/01/2019 00:00:00,165.2
26/01/2019 00:00:00,209.6
26/01/2019 00:00:00,80.7
26/01/2019 00:00:00,330.0
26/01/2019 00:00:00,7.4
26/01/2019 00:00:00,100.1
26/01/2019 00:00:00,25.0
26/01/2019 00:00:00,87.7
26/01/2019 00:00:00,169.5
26/01/2019 00:00:00,1.2
26/01/2019 00:00:00,2.2
26/01/2019 00:00:00,22.3
26/01/2019 00:00:00,2.4
26/01/2019 00:00:00,5.6
